,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
140,2021-01-22,753.1407047637969,685.7060455343267,832.1906066252463,753.1407047637967,753.1407047637967,5.694601882349486,5.694601882349486,5.694601882349486,5.694601882349486,5.694601882349486,5.694601882349486,0.0,0.0,0.0,758.8353066461464
141,2021-01-25,756.84698424488,694.3849878847367,834.2653649154412,756.84698424488,756.84698424488,2.6470857360288735,2.6470857360288735,2.6470857360288735,2.6470857360288735,2.6470857360288735,2.6470857360288735,0.0,0.0,0.0,759.4940699809089
142,2021-01-26,758.0824107385743,689.8139310877233,834.4529209059609,758.0824107385743,758.0824107385743,5.945052506918093,5.945052506918093,5.945052506918093,5.945052506918093,5.945052506918093,5.945052506918093,0.0,0.0,0.0,764.0274632454923
143,2021-01-27,759.3178372322685,697.9844399704101,833.2283844535243,759.3178372322685,759.3178372322685,5.138764625641048,5.138764625641048,5.138764625641048,5.138764625641048,5.138764625641048,5.138764625641048,0.0,0.0,0.0,764.4566018579096
144,2021-01-28,760.5532637259629,692.90354071081,832.4202491921084,760.5532637259629,760.5532637259629,4.3116504461705905,4.3116504461705905,4.3116504461705905,4.3116504461705905,4.3116504461705905,4.3116504461705905,0.0,0.0,0.0,764.8649141721335
145,2021-01-29,761.7886902196573,697.1849124885052,838.8789045548953,761.7886902196573,761.7886902196573,5.6946018823464195,5.6946018823464195,5.6946018823464195,5.6946018823464195,5.6946018823464195,5.6946018823464195,0.0,0.0,0.0,767.4832921020037
146,2021-02-01,760.9635987470034,698.134320006083,834.333829848147,760.9635987470034,760.9635987470034,2.647085736041969,2.647085736041969,2.647085736041969,2.647085736041969,2.647085736041969,2.647085736041969,0.0,0.0,0.0,763.6106844830454
147,2021-02-02,760.6885682561187,698.7904983214297,838.5470457522213,760.6885682561187,760.6885682561187,5.9450525069250775,5.9450525069250775,5.9450525069250775,5.9450525069250775,5.9450525069250775,5.9450525069250775,0.0,0.0,0.0,766.6336207630438
148,2021-02-03,760.4135377652341,691.9219673782612,841.5111073918382,760.4135377652341,760.4135377652341,5.138764625648158,5.138764625648158,5.138764625648158,5.138764625648158,5.138764625648158,5.138764625648158,0.0,0.0,0.0,765.5523023908822
149,2021-02-04,760.1385072743494,694.9376882129519,833.3643356886455,760.1385072743494,760.1385072743494,4.31165044617364,4.31165044617364,4.31165044617364,4.31165044617364,4.31165044617364,4.31165044617364,0.0,0.0,0.0,764.4501577205231
